,url,type,from,to,amount,date
1580,https://www.larvalabs.com/cryptopunks/details/8845,Offered,,,"10Ξ ($3,673)","Oct 12, 2020"
1581,https://www.larvalabs.com/cryptopunks/details/8845,Offered,,,"12Ξ ($4,334)","Oct 09, 2020"
1582,https://www.larvalabs.com/cryptopunks/details/8845,Offered,,,"13Ξ ($4,385)","Oct 07, 2020"
1583,https://www.larvalabs.com/cryptopunks/details/8845,Offered,,,"14Ξ ($4,940)","Oct 05, 2020"
1584,https://www.larvalabs.com/cryptopunks/details/8845,Offered,,,"15Ξ ($5,260)","Oct 03, 2020"
1585,https://www.larvalabs.com/cryptopunks/details/8845,Transfer,0x7e5280,0x0601d0,,"Jun 05, 2019"
1586,https://www.larvalabs.com/cryptopunks/details/8845,Transfer,0xd27e3f,0x7e5280,,"Oct 04, 2017"
1587,https://www.larvalabs.com/cryptopunks/details/8845,Offered,,,0.70Ξ ($161),"Jul 22, 2017"
1588,https://www.larvalabs.com/cryptopunks/details/8845,Offered,,,0.75Ξ ($146),"Jul 19, 2017"
1589,https://www.larvalabs.com/cryptopunks/details/8845,Transfer,0xff8414,0xd27e3f,,"Jul 16, 2017"
1590,https://www.larvalabs.com/cryptopunks/details/8845,Claimed,,0xff8414,,"Jun 23, 2017"
1591,https://www.larvalabs.com/cryptopunks/details/8846,Bid Withdrawn,7478,,0.12Ξ ($21),"Jan 22, 2020"
1592,https://www.larvalabs.com/cryptopunks/details/8846,Bid,7478,,0.12Ξ ($22),"Jan 18, 2020"
1593,https://www.larvalabs.com/cryptopunks/details/8846,Claimed,,0x6f4a2d,,"Jun 23, 2017"
1594,https://www.larvalabs.com/cryptopunks/details/8847,Offered,,,"70Ξ ($111,472)","Feb 05, 2021"
1595,https://www.larvalabs.com/cryptopunks/details/8847,Offered,,,"50Ξ ($74,254)","Feb 02, 2021"
1596,https://www.larvalabs.com/cryptopunks/details/8847,Sold,0xca8fe4,0x09d408,"32Ξ ($47,523)","Feb 02, 2021"
1597,https://www.larvalabs.com/cryptopunks/details/8847,Offered,,,"32Ξ ($47,523)","Feb 02, 2021"
1598,https://www.larvalabs.com/cryptopunks/details/8847,Offered,,,"36Ξ ($51,580)","Feb 02, 2021"
1599,https://www.larvalabs.com/cryptopunks/details/8847,Bid Withdrawn,natealex,,"12Ξ ($12,831)","Jan 05, 2021"
1600,https://www.larvalabs.com/cryptopunks/details/8847,Offered,,,"40Ξ ($41,298)","Jan 05, 2021"
1601,https://www.larvalabs.com/cryptopunks/details/8847,Bid,natealex,,"12Ξ ($12,164)","Jan 04, 2021"
1602,https://www.larvalabs.com/cryptopunks/details/8847,Transfer,0x00bd9f,0xca8fe4,,"Mar 08, 2018"
1603,https://www.larvalabs.com/cryptopunks/details/8847,Bid,0x717403,,0.05Ξ ($14),"Jun 25, 2017"
1604,https://www.larvalabs.com/cryptopunks/details/8847,Claimed,,0x00bd9f,,"Jun 23, 2017"
1605,https://www.larvalabs.com/cryptopunks/details/8848,Transfer,0x00d7c9,Wilcox,,"Sep 15, 2019"
1606,https://www.larvalabs.com/cryptopunks/details/8848,Offered,,,1Ξ ($269),"Jul 11, 2019"
1607,https://www.larvalabs.com/cryptopunks/details/8848,Claimed,,0x00d7c9,,"Jun 23, 2017"
1608,https://www.larvalabs.com/cryptopunks/details/8849,Offered,,,"27.35Ξ ($47,517)","Feb 11, 2021"
1609,https://www.larvalabs.com/cryptopunks/details/8849,Sold,0xca8fe4,EliteCat…,"18Ξ ($29,449)","Feb 07, 2021"
1610,https://www.larvalabs.com/cryptopunks/details/8849,Offered,,,"18Ξ ($28,169)","Feb 04, 2021"
1611,https://www.larvalabs.com/cryptopunks/details/8849,Offered,,,"21.50Ξ ($34,165)","Feb 03, 2021"
1612,https://www.larvalabs.com/cryptopunks/details/8849,Transfer,0x00bd9f,0xca8fe4,,"Mar 08, 2018"
1613,https://www.larvalabs.com/cryptopunks/details/8849,Bid,0x717403,,0.05Ξ ($13),"Jun 26, 2017"
1614,https://www.larvalabs.com/cryptopunks/details/8849,Claimed,,0x00bd9f,,"Jun 23, 2017"
1615,https://www.larvalabs.com/cryptopunks/details/8850,Transfer,0x122b08,0x215fed,,"Jun 06, 2020"
1616,https://www.larvalabs.com/cryptopunks/details/8850,Transfer,0x215fed,0x122b08,,"Jun 06, 2020"
1617,https://www.larvalabs.com/cryptopunks/details/8850,Sold,0x00d7c9,0x215fed,0.10Ξ ($51),"May 28, 2018"
1618,https://www.larvalabs.com/cryptopunks/details/8850,Offered,,,0.10Ξ ($59),"May 26, 2018"
1619,https://www.larvalabs.com/cryptopunks/details/8850,Claimed,,0x00d7c9,,"Jun 23, 2017"
1620,https://www.larvalabs.com/cryptopunks/details/8851,Transfer,snowfro,Snowfro,,"Apr 29, 2019"
1621,https://www.larvalabs.com/cryptopunks/details/8851,Sold,0x8ba3e2,snowfro,2.50Ξ ($351),"Mar 27, 2019"
1622,https://www.larvalabs.com/cryptopunks/details/8851,Offered,,,2.50Ξ ($351),"Mar 27, 2019"
1623,https://www.larvalabs.com/cryptopunks/details/8851,Bid Withdrawn,0x4960c4…,,0.24Ξ ($74),"Oct 30, 2017"
1624,https://www.larvalabs.com/cryptopunks/details/8851,Bid,0x4960c4…,,0.24Ξ ($68),"Oct 23, 2017"
1625,https://www.larvalabs.com/cryptopunks/details/8851,Sold,0xc0f5dd,0x8ba3e2,0.50Ξ ($155),"Sep 27, 2017"
1626,https://www.larvalabs.com/cryptopunks/details/8851,Offered,,,0.50Ξ ($149),"Sep 18, 2017"
1627,https://www.larvalabs.com/cryptopunks/details/8851,Bid,0x717403,,0.05Ξ ($14),"Jun 25, 2017"
1628,https://www.larvalabs.com/cryptopunks/details/8851,Claimed,,0xc0f5dd,,"Jun 23, 2017"
1629,https://www.larvalabs.com/cryptopunks/details/8852,Sold,0x1a96af,Catdog,0.53Ξ ($102),"Apr 27, 2020"
1630,https://www.larvalabs.com/cryptopunks/details/8852,Bid Withdrawn,Catdog,,0.45Ξ ($87),"Apr 27, 2020"
1631,https://www.larvalabs.com/cryptopunks/details/8852,Bid,Catdog,,0.45Ξ ($89),"Apr 26, 2020"
1632,https://www.larvalabs.com/cryptopunks/details/8852,Offered,,,0.53Ξ ($91),"Apr 17, 2020"
1633,https://www.larvalabs.com/cryptopunks/details/8852,Transfer,0xe45df5,0x1a96af,,"Apr 17, 2020"
1634,https://www.larvalabs.com/cryptopunks/details/8852,Offered,,,1.80Ξ ($548),"Jun 24, 2017"
1635,https://www.larvalabs.com/cryptopunks/details/8852,Claimed,,0xe45df5,,"Jun 23, 2017"
1636,https://www.larvalabs.com/cryptopunks/details/8853,Sold,0xd2dca8,0x1d6220,0.45Ξ ($63),"Dec 24, 2018"
1637,https://www.larvalabs.com/cryptopunks/details/8853,Offered,,,0.45Ξ ($307),"Apr 28, 2018"
1638,https://www.larvalabs.com/cryptopunks/details/8853,Sold,0x8234be,0xd2dca8,0.10Ξ ($38),"Apr 05, 2018"
1639,https://www.larvalabs.com/cryptopunks/details/8853,Bid,0xd2dca8,,0.10Ξ ($38),"Apr 04, 2018"
1640,https://www.larvalabs.com/cryptopunks/details/8853,Offered,,,0.14Ξ ($53),"Apr 01, 2018"
1641,https://www.larvalabs.com/cryptopunks/details/8853,Offered,,,0.20Ξ ($174),"Feb 27, 2018"
1642,https://www.larvalabs.com/cryptopunks/details/8853,Offered,,,0.30Ξ ($345),"Jan 20, 2018"
1643,https://www.larvalabs.com/cryptopunks/details/8853,Offered,,,0.50Ξ ($378),"Jan 01, 2018"
1644,https://www.larvalabs.com/cryptopunks/details/8853,Offered,,,0.15Ξ ($103),"Dec 15, 2017"
1645,https://www.larvalabs.com/cryptopunks/details/8853,Offered,,,0.20Ξ ($59),"Sep 29, 2017"
1646,https://www.larvalabs.com/cryptopunks/details/8853,Claimed,,0x8234be,,"Jun 23, 2017"
1647,https://www.larvalabs.com/cryptopunks/details/8854,Sold,0xc00c2b,0x00b278,0.37Ξ ($88),"Jul 09, 2017"
1648,https://www.larvalabs.com/cryptopunks/details/8854,Offered,,,0.37Ξ ($88),"Jul 09, 2017"
1649,https://www.larvalabs.com/cryptopunks/details/8854,Claimed,,0xc00c2b,,"Jun 23, 2017"
1650,https://www.larvalabs.com/cryptopunks/details/8855,Offered,,,"20Ξ ($4,541)","Jun 20, 2020"
1651,https://www.larvalabs.com/cryptopunks/details/8855,Bid Withdrawn,scalynel…,,1Ξ ($227),"Jun 20, 2020"
1652,https://www.larvalabs.com/cryptopunks/details/8855,Bid,scalynel…,,1Ξ ($229),"Jun 19, 2020"
1653,https://www.larvalabs.com/cryptopunks/details/8855,Claimed,,0xb6be4d,,"Jun 23, 2017"
1654,https://www.larvalabs.com/cryptopunks/details/8856,Offered,,,"17.50Ξ ($28,620)","Feb 04, 2021"
1655,https://www.larvalabs.com/cryptopunks/details/8856,Transfer,0x00bd9f,0xca8fe4,,"Mar 08, 2018"
1656,https://www.larvalabs.com/cryptopunks/details/8856,Claimed,,0x00bd9f,,"Jun 23, 2017"
1657,https://www.larvalabs.com/cryptopunks/details/8857,Transfer,0x9aa6eb,0x389747,,"Jan 28, 2021"
1658,https://www.larvalabs.com/cryptopunks/details/8857,Bid,0xc7c6b9,,<0.01Ξ ($<0.01),"Dec 17, 2020"
1659,https://www.larvalabs.com/cryptopunks/details/8857,Bid Withdrawn,Coldie,,"7Ξ ($2,677)","Oct 30, 2020"
1660,https://www.larvalabs.com/cryptopunks/details/8857,Bid,Coldie,,"7Ξ ($2,393)","Oct 07, 2020"
1661,https://www.larvalabs.com/cryptopunks/details/8857,Bid Withdrawn,Kenney,,1Ξ ($687),"May 02, 2018"
1662,https://www.larvalabs.com/cryptopunks/details/8857,Sold,0x8234be,0x9aa6eb,"2.50Ξ ($1,717)","May 02, 2018"
1663,https://www.larvalabs.com/cryptopunks/details/8857,Bid,Kenney,,1Ξ ($687),"May 02, 2018"
1664,https://www.larvalabs.com/cryptopunks/details/8857,Offered,,,"2.50Ξ ($1,717)","May 02, 2018"
1665,https://www.larvalabs.com/cryptopunks/details/8857,Offered,,,"5Ξ ($3,434)","May 02, 2018"
1666,https://www.larvalabs.com/cryptopunks/details/8857,Offer Withdrawn,,,,"Dec 12, 2017"
1667,https://www.larvalabs.com/cryptopunks/details/8857,Offered,,,3.5KΞ ($1M),"Sep 25, 2017"
1668,https://www.larvalabs.com/cryptopunks/details/8857,Bid Withdrawn,0xa0a59c,,0.40Ξ ($118),"Sep 25, 2017"
1669,https://www.larvalabs.com/cryptopunks/details/8857,Bid,0xa0a59c,,0.40Ξ ($103),"Sep 21, 2017"
1670,https://www.larvalabs.com/cryptopunks/details/8857,Bid Withdrawn,0xd8e806,,1Ξ ($227),"Jul 18, 2017"
1671,https://www.larvalabs.com/cryptopunks/details/8857,Offered,,,"1KΞ ($197,140)","Jul 14, 2017"
1672,https://www.larvalabs.com/cryptopunks/details/8857,Bid,0xd8e806,,1Ξ ($224),"Jul 12, 2017"
1673,https://www.larvalabs.com/cryptopunks/details/8857,Bid Withdrawn,0x717403,,0.05Ξ ($14),"Jun 25, 2017"
1674,https://www.larvalabs.com/cryptopunks/details/8857,Bid,0x717403,,0.05Ξ ($14),"Jun 25, 2017"
1675,https://www.larvalabs.com/cryptopunks/details/8857,Claimed,,0x8234be,,"Jun 23, 2017"
1676,https://www.larvalabs.com/cryptopunks/details/8858,Offered,,,"20Ξ ($4,541)","Jun 20, 2020"
1677,https://www.larvalabs.com/cryptopunks/details/8858,Claimed,,0xb6be4d,,"Jun 23, 2017"
1678,https://www.larvalabs.com/cryptopunks/details/8859,Transfer,0xcbd482,0x577ebc,,"Jan 31, 2021"
1679,https://www.larvalabs.com/cryptopunks/details/8859,Claimed,,0xcbd482,,"Jun 23, 2017"
1680,https://www.larvalabs.com/cryptopunks/details/8860,Bid Withdrawn,Ranger,,0.25Ξ ($66),"Jun 18, 2019"
1681,https://www.larvalabs.com/cryptopunks/details/8860,Bid,Ranger,,0.25Ξ ($66),"Jun 18, 2019"
1682,https://www.larvalabs.com/cryptopunks/details/8860,Bid,0x7760e0,,0.05Ξ ($16),"Jun 28, 2017"
1683,https://www.larvalabs.com/cryptopunks/details/8860,Claimed,,0x44fab5,,"Jun 23, 2017"
1684,https://www.larvalabs.com/cryptopunks/details/8861,(Wrap),0x692885,WrappedC…,,"Dec 22, 2020"
1685,https://www.larvalabs.com/cryptopunks/details/8861,Transfer,0x11c9a7,0x692885,,"Dec 22, 2020"
1686,https://www.larvalabs.com/cryptopunks/details/8861,Sold,0x881ef2,0x11c9a7,"5Ξ ($3,119)","Dec 22, 2020"
1687,https://www.larvalabs.com/cryptopunks/details/8861,Offered,,,"5Ξ ($2,321)","Nov 12, 2020"
1688,https://www.larvalabs.com/cryptopunks/details/8861,Sold,Deeze,0x881ef2,"4.73Ξ ($1,626)","Oct 02, 2020"
1689,https://www.larvalabs.com/cryptopunks/details/8861,Offered,,,"4.73Ξ ($1,670)","Oct 02, 2020"
1690,https://www.larvalabs.com/cryptopunks/details/8861,Offered,,,"5.93Ξ ($2,116)","Sep 30, 2020"
1691,https://www.larvalabs.com/cryptopunks/details/8861,Offered,,,"13.50Ξ ($4,839)","Sep 28, 2020"
1692,https://www.larvalabs.com/cryptopunks/details/8861,Sold,NeonNFT,Deeze,"3.50Ξ ($1,253)","Sep 28, 2020"
1693,https://www.larvalabs.com/cryptopunks/details/8861,Offered,,,"3.50Ξ ($1,242)","Sep 27, 2020"
1694,https://www.larvalabs.com/cryptopunks/details/8861,(Unwrap),WrappedC…,NeonNFT,,"Sep 27, 2020"
1695,https://www.larvalabs.com/cryptopunks/details/8861,Sold,0x3ba9cd,NeonNFT,"3.05Ξ ($1,078)","Sep 27, 2020"
1696,https://www.larvalabs.com/cryptopunks/details/8861,Sold,j1mmy,0x3ba9cd,2Ξ ($678),"Sep 23, 2020"
1697,https://www.larvalabs.com/cryptopunks/details/8861,Sold,VonMises,j1mmy,1.95Ξ ($704),"Sep 16, 2020"
1698,https://www.larvalabs.com/cryptopunks/details/8861,(Wrap),0x0aabb5,WrappedC…,,"Sep 14, 2020"
1699,https://www.larvalabs.com/cryptopunks/details/8861,Transfer,VonMises,0x0aabb5,,"Sep 14, 2020"
1700,https://www.larvalabs.com/cryptopunks/details/8861,Sold,0x1a96af,VonMises,0.82Ξ ($159),"Apr 27, 2020"
1701,https://www.larvalabs.com/cryptopunks/details/8861,Offered,,,0.82Ξ ($139),"Apr 17, 2020"
1702,https://www.larvalabs.com/cryptopunks/details/8861,Transfer,0xe45df5,0x1a96af,,"Apr 17, 2020"
1703,https://www.larvalabs.com/cryptopunks/details/8861,Bid Withdrawn,0x717403,,0.05Ξ ($14),"Jun 30, 2017"
1704,https://www.larvalabs.com/cryptopunks/details/8861,Bid,0x717403,,0.05Ξ ($13),"Jun 26, 2017"
1705,https://www.larvalabs.com/cryptopunks/details/8861,Offered,,,0.90Ξ ($274),"Jun 24, 2017"
1706,https://www.larvalabs.com/cryptopunks/details/8861,Claimed,,0xe45df5,,"Jun 23, 2017"
1707,https://www.larvalabs.com/cryptopunks/details/8862,Bid,0xc7c6b9,,<0.01Ξ ($<0.01),"Dec 14, 2020"
1708,https://www.larvalabs.com/cryptopunks/details/8862,Claimed,,0x028229,,"Jun 23, 2017"
1709,https://www.larvalabs.com/cryptopunks/details/8863,Transfer,0x00d7c9,Wilcox,,"Sep 15, 2019"
1710,https://www.larvalabs.com/cryptopunks/details/8863,Offered,,,1Ξ ($306),"Jul 07, 2019"
1711,https://www.larvalabs.com/cryptopunks/details/8863,Claimed,,0x00d7c9,,"Jun 23, 2017"
1712,https://www.larvalabs.com/cryptopunks/details/8864,Transfer,0x00d7c9,Wilcox,,"Sep 10, 2019"
1713,https://www.larvalabs.com/cryptopunks/details/8864,Offered,,,1Ξ ($306),"Jul 07, 2019"
1714,https://www.larvalabs.com/cryptopunks/details/8864,Claimed,,0x00d7c9,,"Jun 23, 2017"
1715,https://www.larvalabs.com/cryptopunks/details/8865,Transfer,0x0053f2,0x3dae9a,,"Jul 22, 2017"
1716,https://www.larvalabs.com/cryptopunks/details/8865,Bid,0x7760e0,,0.27Ξ ($72),"Jul 06, 2017"
1717,https://www.larvalabs.com/cryptopunks/details/8865,Bid,0x5b098b,,0.27Ξ ($72),"Jul 06, 2017"
1718,https://www.larvalabs.com/cryptopunks/details/8865,Bid,0x717403,,0.05Ξ ($14),"Jun 25, 2017"
1719,https://www.larvalabs.com/cryptopunks/details/8865,Claimed,,0x0053f2,,"Jun 23, 2017"
1720,https://www.larvalabs.com/cryptopunks/details/8866,Bid,Nalesnik…,,0.06Ξ ($33),"Mar 20, 2018"
1721,https://www.larvalabs.com/cryptopunks/details/8866,Sold,0x58164b,0x7760e0,0.05Ξ ($43),"Feb 24, 2018"
1722,https://www.larvalabs.com/cryptopunks/details/8866,Offered,,,"80Ξ ($19,654)","Jul 08, 2017"
1723,https://www.larvalabs.com/cryptopunks/details/8866,Bid,0x7760e0,,0.05Ξ ($16),"Jun 28, 2017"
1724,https://www.larvalabs.com/cryptopunks/details/8866,Claimed,,0x58164b,,"Jun 23, 2017"
1725,https://www.larvalabs.com/cryptopunks/details/8867,Bid Withdrawn,Pranksy,,4Ξ ($856),"May 18, 2020"
1726,https://www.larvalabs.com/cryptopunks/details/8867,Bid,Pranksy,,4Ξ ($827),"May 17, 2020"
1727,https://www.larvalabs.com/cryptopunks/details/8867,Bid Withdrawn,0x717403,,0.05Ξ ($15),"Jun 29, 2017"
1728,https://www.larvalabs.com/cryptopunks/details/8867,Bid,0x717403,,0.05Ξ ($14),"Jun 25, 2017"
1729,https://www.larvalabs.com/cryptopunks/details/8867,Claimed,,sov,,"Jun 23, 2017"
1730,https://www.larvalabs.com/cryptopunks/details/8868,Bid,0xc7c6b9,,<0.01Ξ ($<0.01),"Dec 17, 2020"
1731,https://www.larvalabs.com/cryptopunks/details/8868,Claimed,,0xbbaf6d,,"Jun 23, 2017"
1732,https://www.larvalabs.com/cryptopunks/details/8869,Bid Withdrawn,0xd3e2e7,,"4.50Ξ ($6,023)","Jan 28, 2021"
1733,https://www.larvalabs.com/cryptopunks/details/8869,Offered,,,"15Ξ ($19,251)","Jan 28, 2021"
1734,https://www.larvalabs.com/cryptopunks/details/8869,Bid,0xd3e2e7,,"4.50Ξ ($6,014)","Jan 26, 2021"
1735,https://www.larvalabs.com/cryptopunks/details/8869,Offered,,,"6.95Ξ ($4,400)","Dec 25, 2020"
1736,https://www.larvalabs.com/cryptopunks/details/8869,Offered,,,"4.15Ξ ($2,539)","Dec 24, 2020"
1737,https://www.larvalabs.com/cryptopunks/details/8869,Offered,,,"15Ξ ($3,406)","Jun 20, 2020"
1738,https://www.larvalabs.com/cryptopunks/details/8869,Claimed,,0xb6be4d,,"Jun 23, 2017"
1739,https://www.larvalabs.com/cryptopunks/details/8870,Sold,0x3bb0fe,0x701f37,"120Ξ ($201,478)","Feb 04, 2021"
1740,https://www.larvalabs.com/cryptopunks/details/8870,Bid Withdrawn,0xe369a8,,"5Ξ ($6,599)","Jan 26, 2021"
1741,https://www.larvalabs.com/cryptopunks/details/8870,Bid,0xe369a8,,"5Ξ ($6,636)","Jan 25, 2021"
1742,https://www.larvalabs.com/cryptopunks/details/8870,Bid Withdrawn,0x54ca97,,"6.50Ξ ($8,057)","Jan 22, 2021"
1743,https://www.larvalabs.com/cryptopunks/details/8870,Bid,0x54ca97,,"6.50Ξ ($7,649)","Jan 22, 2021"
1744,https://www.larvalabs.com/cryptopunks/details/8870,Offered,,,"120Ξ ($46,214)","Sep 19, 2020"
1745,https://www.larvalabs.com/cryptopunks/details/8870,Offered,,,"80Ξ ($16,110)","May 26, 2020"
1746,https://www.larvalabs.com/cryptopunks/details/8870,Bid Withdrawn,DANNY,,2Ξ ($426),"May 20, 2020"
1747,https://www.larvalabs.com/cryptopunks/details/8870,Bid,DANNY,,2Ξ ($370),"May 11, 2020"
1748,https://www.larvalabs.com/cryptopunks/details/8870,Bid Withdrawn,DANNY,,1.70Ξ ($314),"May 11, 2020"
1749,https://www.larvalabs.com/cryptopunks/details/8870,Bid,DANNY,,1.70Ξ ($372),"May 03, 2020"
1750,https://www.larvalabs.com/cryptopunks/details/8870,Sold,ark1,0x3bb0fe,1.20Ξ ($147),"Dec 17, 2019"
1751,https://www.larvalabs.com/cryptopunks/details/8870,Transfer,Zieg,ark1,,"Nov 27, 2019"
1752,https://www.larvalabs.com/cryptopunks/details/8870,Bid,0x3bb0fe,,1.20Ξ ($184),"Nov 27, 2019"
1753,https://www.larvalabs.com/cryptopunks/details/8870,Offered,,,2.50Ξ ($370),"Nov 26, 2019"
1754,https://www.larvalabs.com/cryptopunks/details/8870,Bid,el,,1Ξ ($148),"Nov 26, 2019"
1755,https://www.larvalabs.com/cryptopunks/details/8870,Offered,,,2.99Ξ ($443),"Nov 26, 2019"
1756,https://www.larvalabs.com/cryptopunks/details/8870,Offered,,,4.99Ξ ($908),"Nov 03, 2019"
1757,https://www.larvalabs.com/cryptopunks/details/8870,Offered,,,"9Ξ ($1,683)","Oct 14, 2019"
1758,https://www.larvalabs.com/cryptopunks/details/8870,Offer Withdrawn,,,,"Sep 02, 2019"
1759,https://www.larvalabs.com/cryptopunks/details/8870,Offered,,,3.25Ξ ($707),"Aug 01, 2019"
1760,https://www.larvalabs.com/cryptopunks/details/8870,Offered,,,"3.50Ξ ($1,008)","Jul 06, 2019"
1761,https://www.larvalabs.com/cryptopunks/details/8870,Bid Withdrawn,jmg,,0.75Ξ ($198),"Jun 18, 2019"
1762,https://www.larvalabs.com/cryptopunks/details/8870,Bid,jmg,,0.75Ξ ($202),"Jun 15, 2019"
1763,https://www.larvalabs.com/cryptopunks/details/8870,Bid Withdrawn,0xa80be8…,,0.14Ξ ($16),"Dec 20, 2018"
1764,https://www.larvalabs.com/cryptopunks/details/8870,Bid,0xa80be8…,,0.14Ξ ($86),"Apr 20, 2018"
1765,https://www.larvalabs.com/cryptopunks/details/8870,Offer Withdrawn,,,,"Dec 21, 2017"
1766,https://www.larvalabs.com/cryptopunks/details/8870,Offered,,,0.90Ξ ($255),"Sep 20, 2017"
1767,https://www.larvalabs.com/cryptopunks/details/8870,Offered,,,1.50Ξ ($441),"Sep 12, 2017"
1768,https://www.larvalabs.com/cryptopunks/details/8870,Offer Withdrawn,,,,"Aug 30, 2017"
1769,https://www.larvalabs.com/cryptopunks/details/8870,Offered,,,2.50Ξ ($552),"Aug 04, 2017"
1770,https://www.larvalabs.com/cryptopunks/details/8870,Offer Withdrawn,,,,"Jul 29, 2017"
1771,https://www.larvalabs.com/cryptopunks/details/8870,Offered,,,1.90Ξ ($387),"Jul 25, 2017"
1772,https://www.larvalabs.com/cryptopunks/details/8870,Offer Withdrawn,,,,"Jul 17, 2017"
1773,https://www.larvalabs.com/cryptopunks/details/8870,Offered,,,2Ξ ($394),"Jul 14, 2017"
1774,https://www.larvalabs.com/cryptopunks/details/8870,Bid,0x717403,,0.05Ξ ($14),"Jun 25, 2017"
1775,https://www.larvalabs.com/cryptopunks/details/8870,Claimed,,Zieg,,"Jun 23, 2017"
1776,https://www.larvalabs.com/cryptopunks/details/8871,Sold,0xa22ac4,0x5e8f92,"5.75Ξ ($7,604)","Feb 01, 2021"
1777,https://www.larvalabs.com/cryptopunks/details/8871,Offered,,,"5.75Ξ ($6,865)","Jan 07, 2021"
1778,https://www.larvalabs.com/cryptopunks/details/8871,Bid Withdrawn,0xa5c80b,,"5.50Ξ ($4,117)","Jan 01, 2021"
1779,https://www.larvalabs.com/cryptopunks/details/8871,Bid,0xa5c80b,,"5.50Ξ ($4,140)","Dec 31, 2020"
1780,https://www.larvalabs.com/cryptopunks/details/8871,Offered,,,"6.50Ξ ($2,258)","Oct 04, 2020"
1781,https://www.larvalabs.com/cryptopunks/details/8871,Transfer,0x422fac,0xa22ac4,,"Oct 04, 2020"
1782,https://www.larvalabs.com/cryptopunks/details/8871,Transfer,0xe5e771,0x422fac,,"Sep 30, 2020"
1783,https://www.larvalabs.com/cryptopunks/details/8871,Sold,MrNFT,0xe5e771,2.40Ξ ($788),"Sep 24, 2020"
1784,https://www.larvalabs.com/cryptopunks/details/8871,Offered,,,2.40Ξ ($785),"Sep 24, 2020"
1785,https://www.larvalabs.com/cryptopunks/details/8871,(Unwrap),WrappedC…,MrNFT,,"Sep 23, 2020"
1786,https://www.larvalabs.com/cryptopunks/details/8871,Sold,0xde9246,MrNFT,1.90Ξ ($649),"Sep 23, 2020"
1787,https://www.larvalabs.com/cryptopunks/details/8871,Sold,Loopify,0xde9246,1.81Ξ ($697),"Sep 19, 2020"
1788,https://www.larvalabs.com/cryptopunks/details/8871,Sold,j1mmy,Loopify,1.69Ξ ($641),"Sep 19, 2020"
1789,https://www.larvalabs.com/cryptopunks/details/8871,Sold,Sylveste…,j1mmy,<0.01Ξ ($<0.01),"Sep 17, 2020"
1790,https://www.larvalabs.com/cryptopunks/details/8871,(Wrap),0x2b779f,WrappedC…,,"Sep 11, 2020"
1791,https://www.larvalabs.com/cryptopunks/details/8871,Transfer,Sylveste…,0x2b779f,,"Sep 11, 2020"
1792,https://www.larvalabs.com/cryptopunks/details/8871,Sold,0xd5fb85,Sylveste…,1.25Ξ ($455),"Sep 11, 2020"
1793,https://www.larvalabs.com/cryptopunks/details/8871,Offered,,,1.25Ξ ($392),"Jul 28, 2020"
1794,https://www.larvalabs.com/cryptopunks/details/8871,Transfer,0x67b404,0xd5fb85,,"Jun 21, 2020"
1795,https://www.larvalabs.com/cryptopunks/details/8871,Sold,ChrisR,0x67b404,1.14Ξ ($262),"Jun 20, 2020"
1796,https://www.larvalabs.com/cryptopunks/details/8871,Offered,,,1.14Ξ ($262),"Jun 20, 2020"
1797,https://www.larvalabs.com/cryptopunks/details/8871,Sold,0xb6be4d,ChrisR,0.70Ξ ($160),"Jun 19, 2020"
1798,https://www.larvalabs.com/cryptopunks/details/8871,Offered,,,0.70Ξ ($160),"Jun 19, 2020"
1799,https://www.larvalabs.com/cryptopunks/details/8871,Claimed,,0xb6be4d,,"Jun 23, 2017"
1800,https://www.larvalabs.com/cryptopunks/details/8872,Bid,0x717403,,0.05Ξ ($13),"Jun 26, 2017"
1801,https://www.larvalabs.com/cryptopunks/details/8872,Claimed,,0x5b098b,,"Jun 23, 2017"
1802,https://www.larvalabs.com/cryptopunks/details/8873,Sold,0x00d7c9,0x717403,0.05Ξ ($26),"May 28, 2018"
1803,https://www.larvalabs.com/cryptopunks/details/8873,Offered,,,0.10Ξ ($59),"May 26, 2018"
1804,https://www.larvalabs.com/cryptopunks/details/8873,Bid,0x717403,,0.05Ξ ($14),"Jun 25, 2017"
1805,https://www.larvalabs.com/cryptopunks/details/8873,Claimed,,0x00d7c9,,"Jun 23, 2017"
1806,https://www.larvalabs.com/cryptopunks/details/8874,Offered,,,"15Ξ ($3,413)","Jun 20, 2020"
1807,https://www.larvalabs.com/cryptopunks/details/8874,Offer Withdrawn,,,,"Jun 20, 2020"
1808,https://www.larvalabs.com/cryptopunks/details/8874,Offered,,,"4.90Ξ ($1,111)","Jun 20, 2020"
1809,https://www.larvalabs.com/cryptopunks/details/8874,Claimed,,0xb6be4d,,"Jun 23, 2017"
1810,https://www.larvalabs.com/cryptopunks/details/8875,Transfer,0xcbd482,0x577ebc,,"Jan 31, 2021"
1811,https://www.larvalabs.com/cryptopunks/details/8875,Claimed,,0xcbd482,,"Jun 23, 2017"
1812,https://www.larvalabs.com/cryptopunks/details/8876,Offered,,,"15Ξ ($3,406)","Jun 20, 2020"
1813,https://www.larvalabs.com/cryptopunks/details/8876,Claimed,,0xb6be4d,,"Jun 23, 2017"
